id	name	start	end	features	dedicated_urls	score
78330	BR Ranking	2025-12-26 00:00:00	2026-01-01 00:00:00	rank		1
78363	Yummy & Greedy челлендж	2025-12-26 00:00:00	2025-12-31 00:00:00	lottery		1
78374	Fiebre de Regalos Navideños_LATAM ES	2025-12-24 00:00:00	2025-12-31 23:59:59	rank		1
78375	Febre de Presentes de Natal_LATAM PT	2025-12-24 00:00:00	2025-12-31 23:59:59	rank		1
78382	TH-Rising Family Leader 1-29 Jan	2026-01-01 00:00:00	2026-01-30 00:00:00	group		1
78386	새해 Watch Party Week	2026-01-24 00:00:00	2026-01-31 18:00:00	lottery		1
78387	MM AGC & Host Policy(2026)	2025-12-24 12:59:04	2026-12-23 23:59:59	task		1
78389	Custom Gift SVIP	2025-12-24 14:40:50	2026-02-28 00:00:00	reward		1
78414	心動雙子塔	2026-01-01 00:00:00	2026-01-31 23:59:59	rank		1
78436	DJ SHOWCASE: NEW YEAR'S BASH	2025-12-25 13:59:18	2025-12-31 00:00:00			1
78450	MM Play with Me (Dec 2025 SVIP Date)	2025-12-26 00:00:00	2025-12-30 23:59:59	reward		1
78546	パフォーマンス・新人・限定テーマチャンネル	2025-12-26 18:44:00	2026-12-26 00:00:00	game		1
78582	Капсулы Диномороза	2026-01-01 00:00:00	2026-02-01 00:00:00	lottery		1
78663	glory partners-BC ranking-12.30	2025-12-30 00:00:00	2025-12-31 00:00:00	rank		1
78669	Yummy & Greedy челлендж(30.12-02.01)	2025-12-30 00:00:00	2026-01-02 23:59:59	lottery		1
78687	活动排行榜测试	2025-12-29 18:29:02	2026-01-04 00:00:00	rank		1
78688	Хотите ли вы работать с другим агентом?	2025-12-29 18:39:00	2026-03-31 00:00:00	task		1
78722	Défi Vocal 202601	2026-01-10 16:02:02	2026-01-17 23:59:59	game		1
78786	TH - Let's play game : JAN26	2026-01-01 00:00:00	2026-02-01 00:00:00	game		1
78801	공식패밀리 굿즈 쟁탈전	2025-12-30 18:00:00	2026-01-01 00:00:00	lottery		1
78891	MENA Diamond Sending 202601	2026-01-01 00:00:00	2026-01-31 23:59:59	rank		1
78906	Welcome to BIGO!	2026-01-01 00:00:00	2026-01-31 00:00:00	reward		1
78911	모태신입이지만, 방송은하고싶어-1월편	2026-01-01 00:00:00	2026-02-01 00:00:00	rank		1
78945	Weekly Star-Jan-1	2026-01-05 00:00:00	2026-01-11 23:59:59	rank		1
78947	Weekly Star-Jan-2	2026-01-16 00:00:00	2026-01-22 23:59:59	rank		1
78963	BR Ranking	2026-01-01 00:00:00	2026-01-13 00:00:00	rank		1
79024	TIME-LIMITED MISSION FOR NEW AGENCIES	2026-01-01 00:00:00	2026-02-01 00:00:00	task		1
79025	REVENUE BREAKTHROUGH MISSION	2026-01-01 00:00:00	2026-02-01 00:00:00	task		1
79065	I-IDOL THỰC CHIẾN K1T1	2026-01-03 00:00:00	2026-01-09 23:59:59	rank		1
77325	100K club-150K	2025-12-01 00:00:00	2025-12-31 00:00:00			
77367	BIGO SNAP🧡 bisで叶えるモデルの夢 編	2025-12-03 00:00:00	2025-12-16 23:59:59			
77389	حدث  اليوم الوطني الاماراتي 54	2025-12-02 00:00:00	2025-12-08 23:59:59			
77431	Rookie storm	2025-12-07 00:00:00	2025-12-27 00:00:00			
77432	ZONE LIBRE DEC 2025	2025-12-08 00:00:00	2025-12-24 00:00:00			
77456	BIGO Filtresiz X prensesasli	2025-12-03 13:00:00	2025-12-04 22:00:00			
77504	جالا العائلات - الخليج العربي	2025-12-06 00:00:00	2025-12-14 23:59:59			
77505	جالا العائلات - بلاد الشام	2025-12-06 00:00:00	2025-12-14 23:59:59			
77506	جالا العائلات - شمال إفريقيا	2025-12-06 00:00:00	2025-12-14 23:59:59			
77531	12월 연말 Live House 파티	2025-12-04 14:00:00	2026-01-01 00:02:00			
77570	L'Arène des Alliances dec 2025	2025-12-05 00:00:00	2025-12-30 00:00:00			
77577	ID-HOST RECCOMENDATION	2025-12-05 12:00:00	2026-02-01 00:00:00			
77602	SVIP Aurora Night	2025-12-05 18:30:00	2025-12-11 23:59:59			
77613	Yeni Destekçi Getirme Teklifi	2025-12-05 16:16:00	2025-12-31 23:59:59			
77649	TH&LA Top VJ Dec	2025-12-09 10:05:00	2026-01-01 00:00:00			
77661	비고 기네스 챌린지	2025-12-08 16:20:07	2026-07-31 00:00:00			
77684	Dez. Agentur Events	2025-12-09 18:40:26	2025-12-31 23:59:59			
77729	لتجربة أفضل على بيجو لايف	2025-12-09 15:00:00	2026-12-09 00:00:00			
77738	Vjmeclaire202512	2025-12-10 01:30:08	2026-01-01 08:00:00			
77756	Holiday Watch Party Week PRE-KR	2025-12-12 00:00:00	2025-12-22 00:00:00			
77785	F-NGÔI SAO CHIÊU MỘ	2025-12-11 12:00:00	2026-01-01 00:00:00			
77786	推しと過ごすBIGOクリスマスv1 12.16~12.21	2025-12-16 00:00:00	2025-12-21 00:00:00			
77788	test	2025-12-16 00:00:00	2025-12-21 00:00:00			
77791	November top 10 African hosts	2025-12-10 17:10:00	2026-01-01 00:00:00			
77874	Featured Event of December	2025-12-12 08:00:00	2026-01-01 16:00:00			
77897	Hosts' LIVEStreak Bonus	2025-12-15 00:00:00	2025-12-24 00:00:00			
77927	DJ SHOWCASE: 'TIS THE SEASON	2025-12-13 12:08:00	2025-12-26 00:00:00			
77932	TUYỂN IDOL - RINH QUÀ NOEL	2025-12-15 00:00:00	2025-12-27 00:00:00			
77937	GOTF 2025	2025-12-14 17:00:00	2026-01-10 00:00:00			
78003	Rewind 2025	2025-12-16 00:00:00	2026-01-31 08:00:00			
78054	Join Download Program	2025-12-17 00:00:00	2026-01-31 23:59:59			
78081	PH Finest Page towards ANZ	2025-12-17 17:25:00	2026-06-30 00:00:00			
78114	最大10万ビーンズが当たる！	2025-12-21 00:00:00	2025-12-31 23:59:59			
78124	Brilho das Estrelas- Janeiro	2025-12-19 00:00:00	2025-12-25 00:00:00			
78219	Stand out!	2026-01-26 00:00:00	2026-01-30 23:59:59			
78228	الهيمنة | الفصل الأخير - الخليج العربي	2025-12-22 00:00:00	2025-12-30 23:59:59			
78229	الهيمنة | الفصل الأخير - الشام و شمال إفريقيا	2025-12-22 00:00:00	2025-12-30 23:59:59			
78266	Welcome Party 2026	2025-12-22 17:18:01	2026-01-31 00:00:00			
78292	TR Turkpin	2025-12-22 22:15:00	2026-02-01 00:00:00			
78383	12월 연말 라이브하우스 파티 출연진 명단	2025-12-28 14:00:00	2026-01-01 00:05:00			
78407	나는 000호스트다	2026-01-01 00:00:00	2026-01-31 23:59:59			
78408	어색한곳을 찾아라	2026-01-01 00:00:00	2026-01-31 23:59:59			
78578	Как самостоятельно выводить бобы с помошью нового способа?	2025-12-29 00:00:00	2026-03-29 00:00:00			
78586	Подарки от Дино Мороза для новых аудио ведущих!	2026-01-01 00:00:00	2026-02-01 00:00:00			
78689	Buzzétoile FRBE-202601	2026-01-09 00:00:00	2026-01-31 23:59:59			
78782	루키 회장님을 위한 비고라이브 이벤트 소개!	2026-01-01 00:00:00	2027-01-01 00:00:00			
78784	TH - Music Show Time - Singing : JAN26	2026-01-01 00:00:00	2026-02-01 00:00:00			
78785	TH - Music Show Time - Dancing : JAN26	2026-01-01 00:00:00	2026-02-01 00:00:00			
78854	ID- week2 event	2026-01-14 00:00:00	2026-01-21 00:00:00			
78858	ID- Midnight Dance Party💃	2026-01-20 00:00:00	2026-01-26 00:00:00			
78869	Новый уровень: SVIP 8	2025-12-31 00:00:00	2026-01-31 00:00:00			
78907	January 2026 Prestige Booster Calendar	2026-01-01 01:00:00	2026-02-01 00:00:00			
78919	ID-SVIP INDONESIA 2026	2026-01-01 00:00:00	2026-12-31 23:59:59			
